"cond_id","K","dist","beta_x","J","n_j","ICC","N_total","method","n_ok","n_total","conv_rate","mean_bx","median_bx","bias","bias_mcse","rel_bias","rmse","mae","emp_se","mean_model_se","median_model_se","se_ratio","mean_ci_width","coverage","cov_mcse","rej_rate","rej_mcse","rel_efficiency"
2,5,"symmetric",0,20,5,0.05,100,"Dummy",1000,1000,1,0.196215780306158,0.192206563201835,0.196215780306158,0.00228222023307302,NA,0.209054904520822,0.196215780306158,0.0721701405863107,0.100233994505923,0.0999912300204865,1.38885685536458,0.397994059716718,0.542,0.0157555069737537,0.458,0.0157555069737537,2.0478284960671
2,5,"symmetric",0,20,5,0.05,100,"Isotonic",1000,1000,1,0.0563056361602627,0.0709010236611914,0.0563056361602627,0.00361257663484197,NA,0.127310580456125,0.106129662244041,0.11423970388007,0.101662732331936,0.101687735903401,0.889907176568512,0.403662600848905,0.89,0.00989444288477123,0.11,0.00989444288477123,1.24708977819235
2,5,"symmetric",0,20,5,0.05,100,"PenOrd",1000,1000,1,0.182944534558953,0.180886871143297,0.182944534558953,0.00242556476565119,NA,0.198358725023449,0.18307511077685,0.076703092717103,0.10048138912489,0.100144060751328,1.31000440224081,0.398990941033462,0.598,0.0155047089621186,0.402,0.0155047089621186,1.94305247455267
2,5,"symmetric",0,20,5,0.05,100,"PolyCor",1000,1000,1,-0.00265363088998612,-0.00301569174468971,-0.00265363088998612,0.00343305561535874,NA,0.108540898946841,0.0864541696323995,0.108562750785645,0.108802428376421,0.108814927328845,1.00220773321458,0.432006592295161,0.954,0.00662449998113065,0.046,0.00662449998113065,1.0632285636233
2,5,"symmetric",0,20,5,0.05,100,"LCP",1000,1000,1,-0.00300583800552334,-0.00166737845306184,-0.00300583800552334,0.0033861951407552,NA,0.107069539439835,0.0847486382334992,0.107080892465809,0.107171785169663,0.107141423629484,1.00084882280826,0.425531828181727,0.948,0.00702111102319284,0.052,0.00702111102319284,1.04881564213116
2,5,"symmetric",0,20,5,0.05,100,"IC",1000,1000,1,0.0581770908681037,0.0725655670634308,0.0581770908681037,0.00366352329473174,NA,0.129586092733698,0.108069163771686,0.115850778724366,0.103617185846917,0.10365451570697,0.894402152388157,0.411422922271464,0.89,0.00989444288477123,0.11,0.00989444288477123,1.26937989808141
3,7,"symmetric",0,20,5,0.05,100,"Oracle",1000,1000,1,-0.00331010551991809,-0.00112390330800526,-0.00331010551991809,0.00335151816222519,NA,0.105983008620658,0.08350456145199,0.105984310120533,0.103129382377445,0.102752723320751,0.973062732211583,0.4094809371935,0.945,0.00720936890441875,0.055,0.00720936890441875,1
3,7,"symmetric",0,20,5,0.05,100,"Naive",1000,1000,1,-0.00213595348580282,-0.00249595744852137,-0.00213595348580282,0.00332844821283311,NA,0.105223814962678,0.0830847196092916,0.105254774264695,0.102035004010939,0.102057326889965,0.969409746244298,0.405133552391677,0.939,0.00756828910652864,0.061,0.00756828910652864,0.992836647422441
3,7,"symmetric",0,20,5,0.05,100,"Dummy",1000,1000,1,0.242465093938188,0.23596533375892,0.242465093938188,0.00239083136103263,NA,0.253967872575951,0.242465093938188,0.0756047260222345,0.0992819088033108,0.0994327806304295,1.31317067102542,0.394217895215826,0.305,0.0145593612497252,0.695,0.0145593612497252,2.39630744476193
3,7,"symmetric",0,20,5,0.05,100,"Isotonic",1000,1000,1,0.0703772252955876,0.0809216423083124,0.0703772252955876,0.00382906880008558,NA,0.140000214100618,0.117876119214354,0.121085787257584,0.101579277247851,0.101549733829017,0.838903388650921,0.403329619367633,0.855,0.0111344061359374,0.145,0.0111344061359374,1.32096848280385
3,7,"symmetric",0,20,5,0.05,100,"PenOrd",1000,1000,1,0.225326348348541,0.219550920417126,0.225326348348541,0.00253280149952766,NA,0.239124719785851,0.22535512292663,0.0800942159959728,0.0996275990078862,0.099701762618074,1.24388007010263,0.395601782285944,0.397,0.0154722655096143,0.603,0.0154722655096143,2.25625525164833
3,7,"symmetric",0,20,5,0.05,100,"PolyCor",1000,1000,1,-0.00224465454850686,-0.00262297951567859,-0.00224465454850686,0.00349783666641843,NA,0.110578772635793,0.087312993949546,0.110611307491328,0.107227679526919,0.107251138442234,0.969409746244298,0.42575125215656,0.939,0.00756828910652864,0.061,0.00756828910652864,1.04336321524504
3,7,"symmetric",0,20,5,0.05,100,"LCP",1000,1000,1,-0.00184406776689682,-0.00216042786059722,-0.00184406776689682,0.00341711051341413,NA,0.108020221266916,0.08515481785698,0.10805852238896,0.105192626388236,0.10522402496841,0.973478297339585,0.417672640378027,0.944,0.00727076337120113,0.056,0.00727076337120113,1.01922206845013
3,7,"symmetric",0,20,5,0.05,100,"IC",1000,1000,1,0.0714800908178513,0.0818863019402992,0.0714800908178513,0.0038578690316298,NA,0.141342398787736,0.119017393039855,0.121996530545783,0.102604713839838,0.102545750694848,0.841046162385188,0.407401211565294,0.855,0.0111344061359374,0.145,0.0111344061359374,1.33363263250658
4,3,"skewed",0,20,5,0.05,100,"Oracle",1000,1000,1,0.00654709489432842,0.0035305071508737,0.00654709489432842,0.00326232882977342,NA,0.103319945101285,0.0818960524256082,0.103163895785157,0.10306371849427,0.102793026235308,0.99902895009805,0.409219498062808,0.954,0.00662449998113065,0.046,0.00662449998113065,1
4,3,"skewed",0,20,5,0.05,100,"Naive",1000,1000,1,0.00552922050813456,0.00153369308279983,0.00552922050813456,0.00324194242706375,NA,0.102617019977795,0.0819911396380997,0.102519221126557,0.102313240057085,0.102204537927197,0.997990805361089,0.406244524181888,0.951,0.00682634602111555,0.049,0.00682634602111554,0.993196617334618
4,3,"skewed",0,20,5,0.05,100,"Dummy",1000,1000,1,0.130234687157748,0.121148563565777,0.130234687157748,0.00215548451491156,NA,0.146978029377203,0.130234687157748,0.0681624052834371,0.101736196129692,0.101596716488873,1.49255584081351,0.403953265500793,0.85,0.0112915897906362,0.15,0.0112915897906362,1.42255233714187
4,3,"skewed",0,20,5,0.05,100,"Isotonic",1000,1000,1,0.0335454087187221,0.0405066269785617,0.0335454087187221,0.00354540035497099,NA,0.116972596190123,0.0960424942284177,0.112115403388778,0.102119049577158,0.101978467508225,0.910838711635756,0.405477269780178,0.929,0.00812151463706124,0.071,0.00812151463706124,1.13213955035936
4,3,"skewed",0,20,5,0.05,100,"PenOrd",1000,1000,1,0.120379798844567,0.115192792892578,0.120379798844567,0.00234888473572172,NA,0.141432097531159,0.121886429267556,0.0742782572608332,0.101810924355687,0.101678998694681,1.37066926594913,0.40425316105485,0.863,0.0108734079294396,0.137,0.0108734079294396,1.36887507433838
4,3,"skewed",0,20,5,0.05,100,"PolyCor",1000,1000,1,0.00649573631134989,0.00180178486890734,0.00649573631134989,0.00380863868818438,NA,0.120554624625952,0.0963233103423195,0.120439730392985,0.120197743532367,0.12007004011175,0.997990805361089,0.477256659077545,0.951,0.00682634602111555,0.049,0.00682634602111554,1.16680883354876
4,3,"skewed",0,20,5,0.05,100,"LCP",1000,1000,1,0.00615760302578137,0.00138521678506119,0.00615760302578137,0.00376114050568746,NA,0.119037589864053,0.0952816279508746,0.118937705978899,0.118785040273671,0.118650060193758,0.998716422988225,0.471646669725262,0.948,0.00702111102319284,0.052,0.00702111102319284,1.15212594961563
4,3,"skewed",0,20,5,0.05,100,"IC",1000,1000,1,0.0403177533766131,0.0444570528190683,0.0403177533766131,0.00377970595809351,NA,0.126084940376935,0.103170213583728,0.119524797132844,0.109442853985932,0.109641776810954,0.915649778215425,0.434557594339075,0.929,0.00812151463706124,0.071,0.00812151463706124,1.22033495326903
5,5,"skewed",0,20,5,0.05,100,"Oracle",1000,1000,1,-0.00168177615287342,0.000321684560915797,-0.00168177615287342,0.00326859205571074,NA,0.103323950290613,0.0824822970581603,0.103361956379779,0.103332372589338,0.102636856453454,0.999713784534681,0.410281874386377,0.946,0.00714730718522718,0.054,0.00714730718522718,1
5,5,"skewed",0,20,5,0.05,100,"Naive",1000,1000,1,-0.00230817725125959,-0.00119406508559895,-0.00230817725125959,0.00324054531665286,NA,0.102449795009823,0.0820044991864282,0.102475040616146,0.102434765194427,0.102533791888626,0.999606973351976,0.406722789557936,0.954,0.00662449998113065,0.046,0.00662449998113065,0.991539664537299
5,5,"skewed",0,20,5,0.05,100,"Dummy",1000,1000,1,0.195506163563613,0.189728862939591,0.195506163563613,0.00220814534653705,NA,0.207590197159991,0.195506163563613,0.0698276869975886,0.100787215457784,0.10089707649717,1.44337038489138,0.400190579770223,0.543,0.0157528092732693,0.457,0.0157528092732693,2.00911982726284
5,5,"skewed",0,20,5,0.05,100,"Isotonic",1000,1000,1,0.0553000825757962,0.0705250965710131,0.0553000825757962,0.00367277843189437,NA,0.128584257361734,0.107841731319241,0.116143451859278,0.102106105606174,0.102207982572267,0.879137859014974,0.405423586369226,0.892,0.00981509042240569,0.108,0.0098150904224057,1.24447678394092
5,5,"skewed",0,20,5,0.05,100,"PenOrd",1000,1000,1,0.181055198980604,0.175537280049691,0.181055198980604,0.0023567984385746,NA,0.195780309171003,0.181115955944344,0.0745285105182418,0.101008215919016,0.100990213656656,1.35529631837058,0.401073079347029,0.625,0.0153093108923949,0.375,0.0153093108923949,1.89482020983851
5,5,"skewed",0,20,5,0.05,100,"PolyCor",1000,1000,1,-0.00251023696568329,-0.00129859451463988,-0.00251023696568329,0.00352422529006159,NA,0.111418333414382,0.089183239761064,0.111445789041622,0.111401987876718,0.111509683448293,0.999606973351976,0.442327633450596,0.954,0.00662449998113065,0.046,0.00662449998113065,1.07833985345123
5,5,"skewed",0,20,5,0.05,100,"LCP",1000,1000,1,-0.00221209425596856,0.000936314041036234,-0.00221209425596856,0.00348293549756555,NA,0.110107230468845,0.0878075175810424,0.11014009115759,0.109539652154548,0.109658938300381,0.994548406518184,0.434932649629905,0.947,0.00708456067798138,0.053,0.00708456067798138,1.06565060820025
5,5,"skewed",0,20,5,0.05,100,"IC",1000,1000,1,0.0577287672933632,0.072688229829823,0.0577287672933632,0.00374486158174003,NA,0.131691210228084,0.110358641067492,0.118422921203593,0.104381353884324,0.104518385554098,0.881428635803296,0.414457747030281,0.892,0.00981509042240569,0.108,0.0098150904224057,1.27454680021122
6,7,"skewed",0,20,5,0.05,100,"Oracle",1000,1000,1,0.00279743059020709,0.0032173928464984,0.00279743059020709,0.00342784639676483,NA,0.108379916990192,0.0862252388922696,0.108398020829781,0.10258135412094,0.102012436302636,0.946339733287431,0.407307422444866,0.941,0.00745110730026082,0.059,0.00745110730026081,1
